survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone,is_child,age_bin,fare_per_person,fare_bin,sex_male,sex_female,embarked_C,embarked_Q,embarked_S
0,3,male,51.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,7.75,low,1,0,False,False,True
1,2,male,3.0,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,3,0,1,child,6.25,mid_high,1,0,False,False,True
0,3,male,21.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.775,low,1,0,False,False,True
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,0,young_adult,5.0933399999999995,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,6.8583,low,1,0,False,True,False
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,2,0,0,young_adult,45.0,high,0,1,False,True,False
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
1,3,male,44.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,1,0,adult,7.925,mid_low,1,0,False,False,True
0,3,female,28.0,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,0,1,False,False,True
1,2,female,34.0,1,1,32.5,S,Second,woman,False,C,Southampton,yes,False,3,0,0,young_adult,10.833333333333334,high,0,1,False,False,True
1,2,female,18.0,0,2,13.0,S,Second,woman,False,C,Southampton,yes,False,3,0,0,teen,4.333333333333333,mid_low,0,1,False,False,True
0,2,male,30.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.0,mid_low,1,0,False,False,True
0,3,female,10.0,0,2,24.15,S,Third,child,False,C,Southampton,no,False,3,0,1,child,8.049999999999999,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.8958,low,1,0,True,False,False
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.7333,low,1,0,False,True,False
0,3,male,29.0,0,0,7.875,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.875,low,1,0,False,False,True
0,3,female,28.0,1,1,14.4,S,Third,woman,False,C,Southampton,no,False,3,0,0,young_adult,4.8,mid_low,0,1,False,False,True
0,3,male,18.0,1,1,20.2125,S,Third,man,True,C,Southampton,no,False,3,0,0,teen,6.7375,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
1,2,female,28.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,young_adult,13.0,mid_high,0,1,False,False,True
1,2,female,19.0,0,0,26.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,26.0,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,1,0,False,True,False
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,1,0,young_adult,26.55,mid_high,1,0,False,False,True
1,3,female,28.0,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,0,0,young_adult,8.05,mid_high,0,1,False,False,True
1,2,female,42.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,adult,13.0,mid_high,0,1,False,False,True
0,3,male,17.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1,0,teen,7.125,low,1,0,False,False,True
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,2,0,0,adult,27.95,high,1,0,False,False,True
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4,0,1,teen,30.0,high,0,1,False,False,True
0,3,female,21.0,2,2,34.375,S,Third,woman,False,C,Southampton,no,False,5,0,0,young_adult,6.875,high,0,1,False,False,True
1,2,female,24.0,2,3,18.75,S,Second,woman,False,C,Southampton,yes,False,6,0,0,young_adult,3.125,mid_high,0,1,False,False,True
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,6,0,0,senior,43.833333333333336,high,1,0,False,False,True
0,2,male,31.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,10.5,mid_low,1,0,False,False,True
1,2,female,45.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,3,0,0,adult,8.75,mid_high,0,1,False,False,True
0,3,male,20.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,9.5,mid_low,1,0,False,False,True
0,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,3.8875,low,1,0,False,False,True
1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,13.0,mid_low,0,1,False,False,True
1,3,male,28.0,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,8.1125,mid_low,1,0,False,False,True
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,3,0,1,child,27.2861,high,1,0,False,False,True
1,2,female,13.0,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,2,0,1,teen,9.75,mid_high,0,1,False,False,True
1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,1,0,young_adult,26.55,mid_high,1,0,False,False,True
1,3,female,5.0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,4,0,1,child,4.814575,mid_high,0,1,True,False,False
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,1,0,adult,30.5,mid_high,1,0,False,False,True
0,2,male,36.0,1,2,27.75,S,Second,man,True,C,Southampton,no,False,4,0,0,adult,6.9375,mid_high,1,0,False,False,True
0,3,male,28.0,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,9.98335,mid_high,1,0,False,False,True
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,1,1,0,young_adult,27.75,mid_high,1,0,True,False,False
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,2,0,0,adult,44.5521,high,1,0,True,False,False
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
1,3,male,29.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,1,1,0,young_adult,7.8958,low,1,0,True,False,False
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,1,1,0,senior,26.55,mid_high,1,0,False,False,True
1,1,female,28.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2,0,0,young_adult,25.93125,high,0,1,False,False,True
1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,1,1,0,adult,10.5,mid_low,0,1,False,False,True
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,1,0,False,True,False
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1,1,0,adult,26.55,mid_high,1,0,False,False,True
0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,1,1,0,adult,38.5,high,1,0,False,False,True
0,2,male,48.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,13.0,mid_low,1,0,False,False,True
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,male,38.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,7.05,low,1,0,False,False,True
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,1,0,adult,26.55,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.725,low,1,0,False,True,False
1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,4,0,1,child,4.814575,mid_high,0,1,True,False,False
0,3,male,28.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,3,male,38.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,8.6625,mid_low,1,0,False,False,True
1,2,female,33.0,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,4,0,0,young_adult,6.9375,mid_high,0,1,False,False,True
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,1,1,0,young_adult,13.7917,mid_low,0,1,True,False,False
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,9.8375,mid_low,0,1,False,False,True
0,1,male,28.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,1,1,0,young_adult,52.0,high,1,0,False,False,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,2,0,0,young_adult,10.5,mid_high,1,0,False,False,True
0,3,male,29.0,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,3.5229,low,1,0,False,False,True
0,3,male,22.0,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.5208,low,1,0,False,False,True
1,3,female,2.0,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,2,0,1,child,6.14375,mid_low,0,1,False,False,True
0,3,male,9.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,8,0,1,child,5.8625,high,1,0,False,False,True
0,2,male,28.0,0,0,0.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,0.0,low,1,0,False,False,True
0,3,male,50.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,8.05,mid_low,1,0,False,False,True
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,1,1,0,senior,9.5875,mid_low,0,1,False,False,True
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2,0,0,young_adult,45.5396,high,1,0,True,False,False
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,5,0,0,young_adult,5.0933399999999995,mid_high,0,1,False,False,True
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2,0,0,young_adult,45.0,high,0,1,False,False,True
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,1,1,0,adult,29.7,mid_high,1,0,True,False,False
0,3,male,30.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
1,3,male,9.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,3,0,1,child,5.3,mid_high,1,0,False,False,True
0,3,male,28.0,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,0,0,young_adult,9.98335,mid_high,1,0,False,False,True
0,3,male,21.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.25,low,1,0,False,False,True
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,1,1,0,adult,30.5,mid_high,1,0,False,False,True
0,1,male,71.0,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,1,1,0,senior,49.5042,high,1,0,True,False,False
0,3,male,21.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,male,28.0,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,14.4583,mid_high,1,0,True,False,False
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,adult,39.13335,high,0,1,True,False,False
0,3,male,28.0,0,0,15.1,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,15.1,mid_high,1,0,False,False,True
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,4,0,0,young_adult,37.8875,high,0,1,False,False,True
0,3,male,24.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.7958,low,1,0,False,False,True
0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,0,teen,8.6625,mid_low,1,0,False,False,True
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,1,1,0,young_adult,7.6292,low,0,1,False,True,False
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,1,1,0,adult,9.5875,mid_low,0,1,False,False,True
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,1,0,teen,86.5,high,0,1,False,False,True
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,2,0,0,teen,54.45,high,1,0,True,False,False
1,2,female,33.0,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,3,0,0,young_adult,8.666666666666666,mid_high,0,1,False,False,True
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,1,1,0,young_adult,26.55,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,22.525,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,22.525,mid_high,1,0,False,False,True
1,3,male,26.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,56.4958,high,1,0,False,False,True
1,3,male,29.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,1,0,False,True,False
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,1,0,adult,26.2875,mid_high,1,0,False,False,True
1,1,female,54.0,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,adult,29.7,high,0,1,True,False,False
0,3,male,24.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.4958,low,1,0,False,False,True
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1,1,0,adult,34.0208,high,1,0,False,False,True
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1,1,0,young_adult,10.5,mid_low,0,1,False,False,True
0,3,male,28.0,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,24.15,mid_high,1,0,False,True,False
1,2,female,36.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,adult,13.0,mid_high,0,1,False,False,True
0,3,male,32.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,1,1,0,young_adult,93.5,high,0,1,False,False,True
0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.225,low,1,0,True,False,False
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,adult,28.9896,high,0,1,True,False,False
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.2292,low,1,0,True,False,False
0,3,male,40.5,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,adult,7.75,low,1,0,False,True,False
1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,1,1,0,adult,10.5,mid_low,0,1,False,False,True
0,1,male,28.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,1,1,0,young_adult,221.7792,high,1,0,False,False,True
0,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,7.925,mid_low,1,0,False,False,True
0,2,male,23.0,2,1,11.5,S,Second,man,True,C,Southampton,no,False,4,0,0,young_adult,2.875,mid_low,1,0,False,False,True
1,2,female,2.0,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,3,0,1,child,8.666666666666666,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.2292,low,1,0,True,False,False
0,3,male,17.0,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,3,0,0,teen,2.409733333333333,low,1,0,True,False,False
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,3,0,0,young_adult,7.452766666666666,mid_high,0,1,True,False,False
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,8.6625,mid_low,0,1,False,False,True
1,2,female,7.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3,0,1,child,8.75,mid_high,0,1,False,False,True
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,1,1,0,adult,26.55,mid_high,1,0,False,False,True
1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,1,1,0,young_adult,106.425,high,0,1,True,False,False
0,3,male,28.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,14.5,mid_high,1,0,False,False,True
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,3,0,0,young_adult,16.5,high,0,1,True,False,False
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,3,0,0,adult,23.666666666666668,high,0,1,False,False,True
0,3,female,9.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,0,1,child,4.4678571428571425,high,0,1,False,False,True
0,3,female,11.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,7,0,1,child,4.4678571428571425,high,0,1,False,False,True
1,2,male,32.0,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,2,0,0,young_adult,13.0,mid_high,1,0,False,False,True
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2,0,0,adult,53.2125,high,1,0,True,False,False
0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,1,1,0,senior,26.0,mid_high,1,0,False,False,True
1,2,female,19.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,0,0,young_adult,13.0,mid_high,0,1,False,False,True
1,2,male,28.0,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,1,1,0,young_adult,13.8625,mid_low,1,0,True,False,False
0,3,male,33.0,1,1,20.525,S,Third,man,True,C,Southampton,no,False,3,0,0,young_adult,6.841666666666666,mid_high,1,0,False,False,True
1,2,male,8.0,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,3,0,1,child,12.25,high,1,0,False,False,True
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,3,0,0,teen,36.9611,high,1,0,True,False,False
0,2,male,27.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,26.0,mid_high,1,0,False,False,True
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.8292,low,1,0,False,True,False
1,3,male,22.0,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,1,1,0,young_adult,7.225,low,1,0,True,False,False
1,3,female,22.0,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,1,1,0,young_adult,7.775,low,0,1,False,False,True
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,1,0,senior,26.55,mid_high,1,0,False,False,True
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,2,0,0,adult,19.8,high,0,1,True,False,False
0,1,male,28.0,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,1,1,0,young_adult,227.525,high,1,0,True,False,False
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,3,0,0,adult,26.55,high,0,1,False,False,True
1,3,female,36.0,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,2,0,0,adult,8.7,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1,0,young_adult,7.75,low,1,0,False,True,False
0,3,male,40.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,7.8958,low,1,0,False,False,True
0,2,male,28.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,1,1,0,young_adult,13.5,mid_low,1,0,False,False,True
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,female,28.0,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,0,1,False,False,True
0,3,male,24.0,2,0,24.15,S,Third,man,True,C,Southampton,no,False,3,0,0,young_adult,8.049999999999999,mid_high,1,0,False,False,True
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,3,female,29.0,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,5,0,0,young_adult,4.215,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.2292,low,1,0,True,False,False
1,3,male,32.0,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,7.8542,low,1,0,False,False,True
1,2,male,62.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,1,1,0,senior,10.5,mid_low,1,0,False,False,True
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,3,0,0,adult,17.15973333333333,high,0,1,False,False,True
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1,1,0,adult,26.3875,mid_high,1,0,False,False,True
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1,0,young_adult,7.75,low,0,1,False,True,False
0,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,teen,8.05,mid_low,1,0,False,False,True
0,3,male,19.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,14.5,mid_high,1,0,False,False,True
1,2,female,34.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,13.0,mid_low,0,1,False,False,True
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,2,0,0,adult,27.95,high,0,1,False,False,True
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,2,0,0,young_adult,7.22915,mid_high,0,1,True,False,False
1,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,1,0,young_adult,7.925,mid_low,1,0,False,False,True
1,2,female,25.0,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,3,0,0,young_adult,10.0,mid_high,0,1,False,False,True
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,3,0,0,adult,36.9611,high,0,1,True,False,False
0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,26.0,mid_high,1,0,False,False,True
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1,1,0,adult,40.125,high,1,0,True,False,False
0,3,male,28.0,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,8.7125,mid_low,1,0,True,False,False
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,3,0,0,teen,26.55,high,0,1,False,False,True
0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,1,1,0,adult,15.0,mid_high,1,0,False,False,True
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,3,0,0,adult,26.400000000000002,high,1,0,True,False,False
0,3,male,22.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,male,28.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,8.05,mid_low,1,0,False,False,True
0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.125,low,1,0,False,False,True
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,adult,39.13335,high,0,1,True,False,False
0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,7.25,low,1,0,False,False,True
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,3,0,0,young_adult,2.5833333333333335,low,0,1,False,True,False
0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,2,0,0,adult,13.0,mid_high,1,0,False,False,True
0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,3,0,0,adult,8.049999999999999,mid_high,1,0,False,False,True
1,2,female,28.0,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,1,1,0,young_adult,33.0,high,0,1,False,False,True
0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,0.0,low,1,0,False,False,True
0,3,male,28.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1,0,young_adult,7.225,low,1,0,True,False,False
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,2,0,0,adult,28.4646,high,1,0,True,False,False
1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,4,0,0,young_adult,6.75,mid_high,0,1,False,False,True
0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
0,1,male,28.0,0,0,42.4,S,First,man,True,C,Southampton,no,True,1,1,0,young_adult,42.4,high,1,0,False,False,True
0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,0,adult,8.05,mid_low,1,0,False,False,True
1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,1,1,0,young_adult,26.55,mid_high,1,0,True,False,False
0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,2,0,0,adult,7.775,mid_high,1,0,False,False,True
0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1,0,young_adult,7.8958,low,1,0,False,False,True
1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,1,0,young_adult,30.5,mid_high,1,0,False,False,True
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,4,0,0,young_adult,10.3948,high,0,1,True,False,False
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1,1,0,adult,153.4625,high,0,1,False,False,True
0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,7,0,0,adult,4.4678571428571425,high,0,1,False,False,True
